,Suburb,Type,Price,Method,SellerG,Date,Distance,Postcode,Regionname,Propertycount,Year,Month,Quarter,Year_Quarter
13979,Caulfield North,h,1925000,PI,Marshall,2017-08-12,7.8,3161.0,Southern Metropolitan,6923.0,2017,8,3,2017-Q3
13980,Chadstone,h,995000,S,Woodards,2017-08-12,11.7,3148.0,Southern Metropolitan,3582.0,2017,8,3,2017-Q3
13981,Chadstone,h,1310000,S,McGrath,2017-08-12,11.7,3148.0,Southern Metropolitan,3582.0,2017,8,3,2017-Q3
13982,Cheltenham,h,1275000,S,O'Brien,2017-08-12,17.9,3192.0,Southern Metropolitan,9758.0,2017,8,3,2017-Q3
13983,Cheltenham,h,1200000,PI,Barry,2017-08-12,17.9,3192.0,Southern Metropolitan,9758.0,2017,8,3,2017-Q3
13984,Cheltenham,h,1095000,S,Barry,2017-08-12,17.9,3192.0,Southern Metropolitan,9758.0,2017,8,3,2017-Q3
13985,Chirnside Park,h,640000,SP,Barry,2017-08-12,27.1,3116.0,Eastern Victoria,3789.0,2017,8,3,2017-Q3
13986,Clarinda,h,1241000,S,Woodards,2017-08-12,17.5,3169.0,South-Eastern Metropolitan,2727.0,2017,8,3,2017-Q3
13987,Clayton,h,1250000,SP,Ray,2017-08-12,16.7,3168.0,South-Eastern Metropolitan,5837.0,2017,8,3,2017-Q3
13988,Clayton,h,729500,S,Nelson,2017-08-12,16.7,3168.0,South-Eastern Metropolitan,5837.0,2017,8,3,2017-Q3
13989,Clifton Hill,h,973000,S,Collins,2017-08-12,3.6,3068.0,Northern Metropolitan,2954.0,2017,8,3,2017-Q3
13990,Coburg,h,1100000,SP,Brad,2017-08-12,6.7,3058.0,Northern Metropolitan,11204.0,2017,8,3,2017-Q3
13991,Collingwood,u,560000,S,Jellis,2017-08-12,2.0,3066.0,Northern Metropolitan,4553.0,2017,8,3,2017-Q3
13992,Collingwood,u,615000,S,Beller,2017-08-12,2.0,3066.0,Northern Metropolitan,4553.0,2017,8,3,2017-Q3
13993,Craigieburn,h,565000,S,Ray,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13994,Craigieburn,h,615000,S,YPA,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13995,Craigieburn,h,548000,SP,Stockdale,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13996,Craigieburn,h,555000,S,LJ,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13997,Craigieburn,h,716000,SP,Stockdale,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13998,Craigieburn,h,667500,S,LJ,2017-08-12,20.6,3064.0,Northern Metropolitan,15510.0,2017,8,3,2017-Q3
13999,Cranbourne,h,490000,S,Asset,2017-08-12,34.7,3977.0,South-Eastern Metropolitan,7680.0,2017,8,3,2017-Q3
14000,Cranbourne,h,555000,S,Ray,2017-08-12,34.7,3977.0,South-Eastern Metropolitan,7680.0,2017,8,3,2017-Q3
14001,Croydon,h,730000,SP,Fletchers,2017-08-12,23.0,3136.0,Eastern Metropolitan,11925.0,2017,8,3,2017-Q3
14002,Croydon,h,1080000,S,McGrath,2017-08-12,23.0,3136.0,Eastern Metropolitan,11925.0,2017,8,3,2017-Q3
14003,Croydon,h,702500,SA,Carter,2017-08-12,23.0,3136.0,Eastern Metropolitan,11925.0,2017,8,3,2017-Q3
14004,Croydon North,u,505000,S,Max,2017-08-12,23.0,3136.0,Eastern Metropolitan,2985.0,2017,8,3,2017-Q3
14005,Croydon North,h,766000,S,Jellis,2017-08-12,23.0,3136.0,Eastern Metropolitan,2985.0,2017,8,3,2017-Q3
14006,Dandenong,u,370000,S,Stockdale,2017-08-12,24.7,3175.0,South-Eastern Metropolitan,10894.0,2017,8,3,2017-Q3
14007,Dandenong,h,488000,SP,O'Brien,2017-08-12,24.7,3175.0,South-Eastern Metropolitan,10894.0,2017,8,3,2017-Q3
14008,Deepdene,t,1680000,S,Fletchers,2017-08-12,7.9,3103.0,Southern Metropolitan,892.0,2017,8,3,2017-Q3
14009,Deer Park,h,665000,SP,hockingstuart,2017-08-12,14.8,3023.0,Western Metropolitan,6388.0,2017,8,3,2017-Q3
14010,Delahey,h,475000,S,YPA,2017-08-12,18.0,3037.0,Western Metropolitan,2898.0,2017,8,3,2017-Q3
14011,Diamond Creek,h,898000,SP,Mason,2017-08-12,21.8,3089.0,Northern Victoria,4258.0,2017,8,3,2017-Q3
14012,Diamond Creek,h,815000,S,Morrison,2017-08-12,21.8,3089.0,Northern Victoria,4258.0,2017,8,3,2017-Q3
14013,Diggers Rest,h,615000,S,Leading,2017-08-12,27.7,3427.0,Western Metropolitan,1184.0,2017,8,3,2017-Q3
14014,Dingley Village,h,915000,S,Buxton,2017-08-12,22.2,3172.0,South-Eastern Metropolitan,3940.0,2017,8,3,2017-Q3
14015,Dingley Village,h,736000,S,Buxton,2017-08-12,22.2,3172.0,South-Eastern Metropolitan,3940.0,2017,8,3,2017-Q3
14016,Doncaster,h,1400000,PI,Barry,2017-08-12,12.4,3108.0,Eastern Metropolitan,9028.0,2017,8,3,2017-Q3
14017,Doncaster,u,780000,VB,Fletchers,2017-08-12,12.4,3108.0,Eastern Metropolitan,9028.0,2017,8,3,2017-Q3
14018,Donvale,h,1328000,S,Jellis,2017-08-12,16.1,3111.0,Eastern Metropolitan,4790.0,2017,8,3,2017-Q3
14019,East Melbourne,u,1300000,SP,Caine,2017-08-12,1.3,3002.0,Northern Metropolitan,3040.0,2017,8,3,2017-Q3
14020,Edithvale,h,1200000,SP,hockingstuart,2017-08-12,27.0,3196.0,South-Eastern Metropolitan,2546.0,2017,8,3,2017-Q3
14021,Eltham,h,830000,VB,Morrison,2017-08-12,18.0,3095.0,Eastern Metropolitan,6990.0,2017,8,3,2017-Q3
14022,Eltham,h,762000,S,Jellis,2017-08-12,18.0,3095.0,Eastern Metropolitan,6990.0,2017,8,3,2017-Q3
14023,Eltham,h,925000,SA,Peter,2017-08-12,18.0,3095.0,Eastern Metropolitan,6990.0,2017,8,3,2017-Q3
14024,Eltham North,h,900000,S,Fletchers,2017-08-12,18.0,3095.0,Eastern Metropolitan,2346.0,2017,8,3,2017-Q3
14025,Elwood,u,559000,S,Chisholm,2017-08-12,7.2,3184.0,Southern Metropolitan,8989.0,2017,8,3,2017-Q3
14026,Elwood,t,1225000,SP,Marshall,2017-08-12,7.2,3184.0,Southern Metropolitan,8989.0,2017,8,3,2017-Q3
14027,Elwood,h,3175000,S,Marshall,2017-08-12,7.2,3184.0,Southern Metropolitan,8989.0,2017,8,3,2017-Q3
14028,Elwood,u,520000,S,Biggin,2017-08-12,7.2,3184.0,Southern Metropolitan,8989.0,2017,8,3,2017-Q3
14029,Epping,h,550000,SP,Barry,2017-08-12,19.6,3076.0,Northern Metropolitan,10926.0,2017,8,3,2017-Q3
14030,Epping,h,561000,S,hockingstuart,2017-08-12,19.6,3076.0,Northern Metropolitan,10926.0,2017,8,3,2017-Q3
14031,Epping,h,556000,S,hockingstuart,2017-08-12,19.6,3076.0,Northern Metropolitan,10926.0,2017,8,3,2017-Q3
14032,Epping,h,441000,S,HAR,2017-08-12,19.6,3076.0,Northern Metropolitan,10926.0,2017,8,3,2017-Q3
14033,Epping,h,552000,S,Love,2017-08-12,19.6,3076.0,Northern Metropolitan,10926.0,2017,8,3,2017-Q3
14034,Essendon,h,2165000,S,Nelson,2017-08-12,7.5,3040.0,Western Metropolitan,9264.0,2017,8,3,2017-Q3
14035,Essendon,h,1280000,S,Nelson,2017-08-12,7.5,3040.0,Western Metropolitan,9264.0,2017,8,3,2017-Q3
14036,Essendon,h,1165000,S,Barry,2017-08-12,7.5,3040.0,Western Metropolitan,9264.0,2017,8,3,2017-Q3
14037,Essendon,h,2050000,PI,Bullen,2017-08-12,7.5,3040.0,Western Metropolitan,9264.0,2017,8,3,2017-Q3
14038,Essendon,h,1500000,S,Nelson,2017-08-12,7.5,3040.0,Western Metropolitan,9264.0,2017,8,3,2017-Q3
14039,Fawkner,h,900000,VB,hockingstuart,2017-08-12,13.1,3060.0,Northern Metropolitan,5070.0,2017,8,3,2017-Q3
14040,Fawkner,h,700000,VB,hockingstuart,2017-08-12,13.1,3060.0,Northern Metropolitan,5070.0,2017,8,3,2017-Q3
14041,Fawkner,h,515000,S,hockingstuart,2017-08-12,13.1,3060.0,Northern Metropolitan,5070.0,2017,8,3,2017-Q3
14042,Ferntree Gully,h,904000,SP,LJ,2017-08-12,24.8,3156.0,Eastern Metropolitan,10788.0,2017,8,3,2017-Q3
14043,Ferntree Gully,h,805000,S,Stockdale,2017-08-12,24.8,3156.0,Eastern Metropolitan,10788.0,2017,8,3,2017-Q3
14044,Fitzroy,h,2700000,VB,Kay,2017-08-12,2.1,3065.0,Northern Metropolitan,5825.0,2017,8,3,2017-Q3
14045,Fitzroy,u,1060000,PI,Jellis,2017-08-12,2.1,3065.0,Northern Metropolitan,5825.0,2017,8,3,2017-Q3
14046,Fitzroy,u,545000,S,Jellis,2017-08-12,2.1,3065.0,Northern Metropolitan,5825.0,2017,8,3,2017-Q3
14047,Fitzroy,h,3200000,VB,Nelson,2017-08-12,2.1,3065.0,Northern Metropolitan,5825.0,2017,8,3,2017-Q3
14048,Fitzroy North,h,1705000,S,Nelson,2017-08-12,3.6,3068.0,Northern Metropolitan,6244.0,2017,8,3,2017-Q3
14049,Fitzroy North,u,850250,S,Woodards,2017-08-12,3.6,3068.0,Northern Metropolitan,6244.0,2017,8,3,2017-Q3
14050,Flemington,h,1220000,SP,Nelson,2017-08-12,3.4,3031.0,Northern Metropolitan,3593.0,2017,8,3,2017-Q3
14051,Footscray,u,455000,SP,Jas,2017-08-12,5.1,3011.0,Western Metropolitan,7570.0,2017,8,3,2017-Q3
14052,Footscray,t,575000,SA,Nelson,2017-08-12,5.1,3011.0,Western Metropolitan,7570.0,2017,8,3,2017-Q3
14053,Forest Hill,h,360000,SP,Ray,2017-08-12,15.4,3131.0,Eastern Metropolitan,4385.0,2017,8,3,2017-Q3
14054,Frankston,h,610000,S,O'Brien,2017-08-12,38.0,3199.0,South-Eastern Metropolitan,17055.0,2017,8,3,2017-Q3
14055,Frankston,u,550000,VB,hockingstuart,2017-08-12,38.0,3199.0,South-Eastern Metropolitan,17055.0,2017,8,3,2017-Q3
14056,Frankston South,h,850000,VB,hockingstuart,2017-08-12,38.0,3199.0,South-Eastern Metropolitan,7566.0,2017,8,3,2017-Q3
14057,Gisborne,h,775000,S,Raine,2017-08-12,45.9,3437.0,Northern Victoria,3376.0,2017,8,3,2017-Q3
14058,Gladstone Park,h,629000,SP,Barry,2017-08-12,12.9,3043.0,Western Metropolitan,3285.0,2017,8,3,2017-Q3
14059,Gladstone Park,h,452500,S,Barry,2017-08-12,12.9,3043.0,Western Metropolitan,3285.0,2017,8,3,2017-Q3
14060,Glen Iris,h,3400000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14061,Glen Iris,u,320000,VB,Jellis,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14062,Glen Iris,u,839000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14063,Glen Iris,h,1690000,S,Jellis,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14064,Glen Iris,h,2165000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14065,Glen Iris,h,2215000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14066,Glen Iris,u,851000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14067,Glen Iris,h,1910000,S,Marshall,2017-08-12,7.3,3146.0,Southern Metropolitan,10412.0,2017,8,3,2017-Q3
14068,Glen Waverley,h,1311000,S,Harcourts,2017-08-12,16.7,3150.0,Eastern Metropolitan,15321.0,2017,8,3,2017-Q3
14069,Glenroy,u,565000,SP,Nelson,2017-08-12,11.2,3046.0,Northern Metropolitan,8870.0,2017,8,3,2017-Q3
14070,Glenroy,h,770000,PI,Barry,2017-08-12,11.2,3046.0,Northern Metropolitan,8870.0,2017,8,3,2017-Q3
14071,Glenroy,h,1220000,S,Stockdale,2017-08-12,11.2,3046.0,Northern Metropolitan,8870.0,2017,8,3,2017-Q3
14072,Greensborough,h,714000,S,Barry,2017-08-12,16.1,3088.0,Northern Metropolitan,8524.0,2017,8,3,2017-Q3
14073,Greensborough,h,815000,S,Nelson,2017-08-12,16.1,3088.0,Northern Metropolitan,8524.0,2017,8,3,2017-Q3
14074,Greensborough,h,821000,S,Darren,2017-08-12,16.1,3088.0,Northern Metropolitan,8524.0,2017,8,3,2017-Q3
14075,Hampton East,h,1345000,SA,Buxton,2017-08-12,13.8,3188.0,Southern Metropolitan,2356.0,2017,8,3,2017-Q3
14076,Hawthorn,u,630000,SP,Caine,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14077,Hawthorn,u,420000,S,hockingstuart,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14078,Hawthorn,h,1857000,S,Jellis,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14079,Hawthorn,u,370000,VB,Jellis,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14080,Hawthorn,h,1500000,PI,Jellis,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14081,Hawthorn,h,1425000,VB,Jellis,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14082,Hawthorn,h,1910000,S,Jellis,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14083,Hawthorn,h,1485000,S,Marshall,2017-08-12,5.3,3122.0,Southern Metropolitan,11308.0,2017,8,3,2017-Q3
14084,Hawthorn East,u,505000,SP,Noel,2017-08-12,6.2,3123.0,Southern Metropolitan,6482.0,2017,8,3,2017-Q3
14085,Hawthorn East,u,595000,S,Jellis,2017-08-12,6.2,3123.0,Southern Metropolitan,6482.0,2017,8,3,2017-Q3
14086,Hawthorn East,u,560000,VB,Jellis,2017-08-12,6.2,3123.0,Southern Metropolitan,6482.0,2017,8,3,2017-Q3
14087,Hawthorn East,h,2825000,VB,Jellis,2017-08-12,6.2,3123.0,Southern Metropolitan,6482.0,2017,8,3,2017-Q3
14088,Heathmont,h,1031000,S,Fletchers,2017-08-12,21.3,3135.0,Eastern Metropolitan,3794.0,2017,8,3,2017-Q3
14089,Heathmont,h,1040000,S,Philip,2017-08-12,21.3,3135.0,Eastern Metropolitan,3794.0,2017,8,3,2017-Q3
14090,Heathmont,h,912000,S,Ray,2017-08-12,21.3,3135.0,Eastern Metropolitan,3794.0,2017,8,3,2017-Q3
14091,Heidelberg,u,450000,VB,Mason,2017-08-12,8.9,3084.0,Eastern Metropolitan,2890.0,2017,8,3,2017-Q3
14092,Heidelberg,h,1250000,S,Miles,2017-08-12,8.9,3084.0,Eastern Metropolitan,2890.0,2017,8,3,2017-Q3
14093,Heidelberg Heights,h,650000,PI,Barry,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14094,Heidelberg Heights,h,680000,S,Barry,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14095,Heidelberg Heights,h,1645000,PI,Fletchers,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14096,Heidelberg Heights,u,720000,VB,Miles,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14097,Heidelberg Heights,h,697500,PI,Nelson,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14098,Heidelberg Heights,h,810000,S,Ray,2017-08-12,8.8,3081.0,Eastern Metropolitan,2947.0,2017,8,3,2017-Q3
14099,Heidelberg West,u,463000,S,hockingstuart,2017-08-12,8.8,3081.0,Eastern Metropolitan,2674.0,2017,8,3,2017-Q3
14100,Highett,t,1395000,PI,Purplebricks,2017-08-12,16.0,3190.0,Southern Metropolitan,4794.0,2017,8,3,2017-Q3
14101,Highett,h,1242000,S,Greg,2017-08-12,16.0,3190.0,Southern Metropolitan,4794.0,2017,8,3,2017-Q3
14102,Highett,u,677500,S,Hodges,2017-08-12,16.0,3190.0,Southern Metropolitan,4794.0,2017,8,3,2017-Q3
14103,Hillside,h,580000,SP,YPA,2017-08-12,18.0,3037.0,Western Metropolitan,5556.0,2017,8,3,2017-Q3
14104,Hoppers Crossing,h,540000,S,Barry,2017-08-12,18.4,3029.0,Western Metropolitan,13830.0,2017,8,3,2017-Q3
14105,Hoppers Crossing,h,516000,S,hockingstuart,2017-08-12,18.4,3029.0,Western Metropolitan,13830.0,2017,8,3,2017-Q3
14106,Hughesdale,h,1570000,VB,Barry,2017-08-12,12.3,3166.0,Southern Metropolitan,3145.0,2017,8,3,2017-Q3
14107,Hurstbridge,h,790000,S,Mason,2017-08-12,26.1,3099.0,Northern Victoria,1345.0,2017,8,3,2017-Q3
14108,Ivanhoe,h,2400000,S,Fletchers,2017-08-12,7.8,3079.0,Eastern Metropolitan,5549.0,2017,8,3,2017-Q3
14109,Ivanhoe,h,950000,VB,Nelson,2017-08-12,7.8,3079.0,Eastern Metropolitan,5549.0,2017,8,3,2017-Q3
14110,Jacana,h,550000,SP,Morrison,2017-08-12,14.0,3047.0,Northern Metropolitan,851.0,2017,8,3,2017-Q3
14111,Keilor,u,650000,SP,Brad,2017-08-12,14.5,3036.0,Western Metropolitan,2339.0,2017,8,3,2017-Q3
14112,Keilor East,t,1022000,S,Nelson,2017-08-12,11.7,3033.0,Western Metropolitan,5629.0,2017,8,3,2017-Q3
14113,Keilor East,h,850000,S,Barry,2017-08-12,11.7,3033.0,Western Metropolitan,5629.0,2017,8,3,2017-Q3
14114,Keilor East,t,518500,SP,Nelson,2017-08-12,11.7,3033.0,Western Metropolitan,5629.0,2017,8,3,2017-Q3
14115,Kensington,h,1225000,SP,Nelson,2017-08-12,3.4,3031.0,Northern Metropolitan,5263.0,2017,8,3,2017-Q3
14116,Kew,h,2660000,S,Marshall,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14117,Kew,h,1510000,PI,Marshall,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14118,Kew,u,802000,S,Marshall,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14119,Kew,t,1007000,S,Nelson,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14120,Kew,h,4050000,S,Marshall,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14121,Kew,h,2550000,S,Marshall,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14122,Kew,u,860000,VB,Jellis,2017-08-12,5.4,3101.0,Southern Metropolitan,10331.0,2017,8,3,2017-Q3
14123,Kew East,h,1840000,S,Jellis,2017-08-12,7.3,3102.0,Southern Metropolitan,2671.0,2017,8,3,2017-Q3
14124,Kew East,h,1750000,VB,Jellis,2017-08-12,7.3,3102.0,Southern Metropolitan,2671.0,2017,8,3,2017-Q3
14125,Keysborough,t,688000,S,iSell,2017-08-12,25.2,3173.0,South-Eastern Metropolitan,8459.0,2017,8,3,2017-Q3
14126,Kingsville,u,570000,VB,Jas,2017-08-12,6.4,3012.0,Western Metropolitan,1808.0,2017,8,3,2017-Q3
14127,Kingsville,h,900000,SP,Jas,2017-08-12,6.4,3012.0,Western Metropolitan,1808.0,2017,8,3,2017-Q3
14128,Kurunjang,h,345000,S,Reliance,2017-08-12,31.7,3337.0,Northern Victoria,3553.0,2017,8,3,2017-Q3
14129,Lalor,h,570000,S,HAR,2017-08-12,16.3,3075.0,Northern Metropolitan,8279.0,2017,8,3,2017-Q3
14130,Lalor,t,454500,S,HAR,2017-08-12,16.3,3075.0,Northern Metropolitan,8279.0,2017,8,3,2017-Q3
14131,Lalor,t,463000,S,HAR,2017-08-12,16.3,3075.0,Northern Metropolitan,8279.0,2017,8,3,2017-Q3
14132,Langwarrin,h,650000,VB,O'Brien,2017-08-12,41.0,3910.0,Eastern Victoria,8743.0,2017,8,3,2017-Q3
14133,Langwarrin,h,482000,S,Community,2017-08-12,41.0,3910.0,Eastern Victoria,8743.0,2017,8,3,2017-Q3
14134,Lower Plenty,u,420000,VB,Fletchers,2017-08-12,14.6,3093.0,Eastern Metropolitan,1624.0,2017,8,3,2017-Q3
14135,MacLeod,h,682000,S,Barry,2017-08-12,12.7,3085.0,Northern Metropolitan,4168.0,2017,8,3,2017-Q3
14136,Maidstone,t,642500,S,Biggin,2017-08-12,6.4,3012.0,Western Metropolitan,3873.0,2017,8,3,2017-Q3
14137,Maidstone,h,798000,PI,Biggin,2017-08-12,6.4,3012.0,Western Metropolitan,3873.0,2017,8,3,2017-Q3
14138,Maidstone,h,755000,S,Jas,2017-08-12,6.4,3012.0,Western Metropolitan,3873.0,2017,8,3,2017-Q3
14139,Maidstone,t,710000,PI,Jas,2017-08-12,6.4,3012.0,Western Metropolitan,3873.0,2017,8,3,2017-Q3
14140,Malvern,h,4050000,S,Hodges,2017-08-12,5.9,3144.0,Southern Metropolitan,4675.0,2017,8,3,2017-Q3
14141,Malvern,h,1650000,S,Marshall,2017-08-12,5.9,3144.0,Southern Metropolitan,4675.0,2017,8,3,2017-Q3
14142,Malvern,h,2020000,PI,Marshall,2017-08-12,5.9,3144.0,Southern Metropolitan,4675.0,2017,8,3,2017-Q3
14143,Malvern East,h,3000000,VB,Marshall,2017-08-12,8.4,3145.0,Southern Metropolitan,8801.0,2017,8,3,2017-Q3
14144,Malvern East,h,2500000,PI,Jellis,2017-08-12,8.4,3145.0,Southern Metropolitan,8801.0,2017,8,3,2017-Q3
14145,Malvern East,h,2500000,VB,RT,2017-08-12,8.4,3145.0,Southern Metropolitan,8801.0,2017,8,3,2017-Q3
14146,Maribyrnong,t,760000,S,Jellis,2017-08-12,4.3,3032.0,Western Metropolitan,4918.0,2017,8,3,2017-Q3
14147,Maribyrnong,h,1200000,SP,Biggin,2017-08-12,4.3,3032.0,Western Metropolitan,4918.0,2017,8,3,2017-Q3
14148,Maribyrnong,t,940000,S,Biggin,2017-08-12,4.3,3032.0,Western Metropolitan,4918.0,2017,8,3,2017-Q3
14149,McKinnon,h,1200000,SP,Buxton,2017-08-12,11.4,3204.0,Southern Metropolitan,2397.0,2017,8,3,2017-Q3
14150,McKinnon,t,1800800,SP,Jellis,2017-08-12,11.4,3204.0,Southern Metropolitan,2397.0,2017,8,3,2017-Q3
14151,Melbourne,u,605000,SA,hockingstuart,2017-08-12,0.0,3000.0,Northern Metropolitan,17496.0,2017,8,3,2017-Q3
14152,Melton,h,375000,SP,FN,2017-08-12,31.7,3337.0,Western Victoria,3600.0,2017,8,3,2017-Q3
14153,Melton West,h,600000,S,hockingstuart,2017-08-12,31.7,3337.0,Northern Victoria,6065.0,2017,8,3,2017-Q3
14154,Mentone,h,900000,VB,Buxton,2017-08-12,20.0,3194.0,South-Eastern Metropolitan,6162.0,2017,8,3,2017-Q3
14155,Mentone,t,1500000,S,Buxton,2017-08-12,20.0,3194.0,South-Eastern Metropolitan,6162.0,2017,8,3,2017-Q3
14156,Mentone,t,1500000,S,Buxton,2017-08-12,20.0,3194.0,South-Eastern Metropolitan,6162.0,2017,8,3,2017-Q3
14157,Mentone,h,2025000,S,Greg,2017-08-12,20.0,3194.0,South-Eastern Metropolitan,6162.0,2017,8,3,2017-Q3
14158,Mernda,h,630000,S,Love,2017-08-12,25.9,3754.0,Northern Metropolitan,5812.0,2017,8,3,2017-Q3
14159,Mill Park,h,522000,S,Ray,2017-08-12,17.9,3082.0,Northern Metropolitan,10529.0,2017,8,3,2017-Q3
14160,Mitcham,h,1071000,S,Noel,2017-08-12,17.2,3132.0,Eastern Metropolitan,6871.0,2017,8,3,2017-Q3
14161,Mitcham,t,973000,S,Noel,2017-08-12,17.2,3132.0,Eastern Metropolitan,6871.0,2017,8,3,2017-Q3
14162,Mitcham,t,880000,S,Fletchers,2017-08-12,17.2,3132.0,Eastern Metropolitan,6871.0,2017,8,3,2017-Q3
14163,Montmorency,h,881100,SP,Buckingham,2017-08-12,16.2,3094.0,Eastern Metropolitan,3891.0,2017,8,3,2017-Q3
14164,Moonee Ponds,h,1060000,S,Nelson,2017-08-12,6.2,3039.0,Western Metropolitan,6232.0,2017,8,3,2017-Q3
14165,Moonee Ponds,h,1225000,VB,Jellis,2017-08-12,6.2,3039.0,Western Metropolitan,6232.0,2017,8,3,2017-Q3
14166,Mooroolbark,h,930000,S,Fletchers,2017-08-12,26.5,3138.0,Eastern Victoria,8280.0,2017,8,3,2017-Q3
14167,Mordialloc,h,1800000,SP,Buxton,2017-08-12,21.5,3195.0,South-Eastern Metropolitan,3650.0,2017,8,3,2017-Q3
14168,Mordialloc,h,1440000,S,Hodges,2017-08-12,21.5,3195.0,South-Eastern Metropolitan,3650.0,2017,8,3,2017-Q3
14169,Mount Waverley,t,900000,SA,Fletchers,2017-08-12,14.2,3149.0,Eastern Metropolitan,13366.0,2017,8,3,2017-Q3
14170,Mount Waverley,u,730000,S,Buxton,2017-08-12,14.2,3149.0,Eastern Metropolitan,13366.0,2017,8,3,2017-Q3
14171,Mount Waverley,h,2558000,S,McGrath,2017-08-12,14.2,3149.0,Eastern Metropolitan,13366.0,2017,8,3,2017-Q3
14172,Mulgrave,h,1001000,SP,Noel,2017-08-12,18.8,3170.0,South-Eastern Metropolitan,7113.0,2017,8,3,2017-Q3
14173,Narre Warren,h,655000,S,O'Brien,2017-08-12,34.1,3805.0,South-Eastern Metropolitan,9376.0,2017,8,3,2017-Q3
14174,Newport,h,1050000,PI,Burnham,2017-08-12,6.2,3015.0,Western Metropolitan,5498.0,2017,8,3,2017-Q3
14175,Newport,t,730000,S,Williams,2017-08-12,6.2,3015.0,Western Metropolitan,5498.0,2017,8,3,2017-Q3
14176,Newport,h,1195000,SP,Williams,2017-08-12,6.2,3015.0,Western Metropolitan,5498.0,2017,8,3,2017-Q3
14177,Newport,h,923000,S,Williams,2017-08-12,6.2,3015.0,Western Metropolitan,5498.0,2017,8,3,2017-Q3
14178,Newport,u,600000,S,RT,2017-08-12,6.2,3015.0,Western Metropolitan,5498.0,2017,8,3,2017-Q3
14179,Niddrie,h,1230000,S,Barry,2017-08-12,10.4,3042.0,Western Metropolitan,2291.0,2017,8,3,2017-Q3
14180,Noble Park,t,622000,S,iSell,2017-08-12,22.7,3174.0,South-Eastern Metropolitan,11806.0,2017,8,3,2017-Q3
14181,North Melbourne,h,1475000,S,Jellis,2017-08-12,1.8,3051.0,Northern Metropolitan,6821.0,2017,8,3,2017-Q3
14182,North Melbourne,u,450000,VB,Jellis,2017-08-12,1.8,3051.0,Northern Metropolitan,6821.0,2017,8,3,2017-Q3
14183,North Melbourne,u,525000,PI,Woodards,2017-08-12,1.8,3051.0,Northern Metropolitan,6821.0,2017,8,3,2017-Q3
14184,Northcote,h,1225000,S,Woodards,2017-08-12,5.3,3070.0,Northern Metropolitan,11364.0,2017,8,3,2017-Q3
14185,Northcote,u,520000,PI,McGrath,2017-08-12,5.3,3070.0,Northern Metropolitan,11364.0,2017,8,3,2017-Q3
